,체결시간,거래량,시가,고가,저가,현재가
952,20170919125800,4299,79100,79100,79000,79000
951,20170919125900,2813,79000,79100,79000,79000
950,20170919130000,2258,79000,79100,79000,79000
949,20170919130100,3702,79000,79100,79000,79100
948,20170919130200,4478,79100,79100,79000,79100
947,20170919130300,6572,79100,79200,79000,79200
946,20170919130400,1744,79200,79200,79100,79200
945,20170919130500,4046,79100,79200,79100,79200
944,20170919130600,1674,79100,79200,79100,79100
943,20170919130700,2482,79100,79200,79100,79200
942,20170919130800,12935,79200,79300,79100,79200
941,20170919130900,2169,79200,79300,79200,79300
940,20170919131000,8537,79300,79300,79200,79300
939,20170919131100,6195,79300,79300,79200,79300
938,20170919131200,12118,79300,79300,79200,79200
937,20170919131300,10397,79200,79200,79100,79100
936,20170919131400,1936,79100,79200,79100,79200
935,20170919131500,17946,79200,79200,79100,79200
934,20170919131600,5380,79100,79200,79100,79100
933,20170919131700,4185,79200,79200,79100,79200
932,20170919131800,8711,79100,79300,79100,79200
931,20170919131900,3376,79200,79200,79100,79200
930,20170919132000,3079,79200,79200,79100,79100
929,20170919132100,10904,79200,79200,79100,79200
928,20170919132200,4578,79100,79200,79100,79200
927,20170919132300,4159,79200,79200,79100,79200
926,20170919132400,5371,79200,79200,79100,79200
925,20170919132500,5401,79100,79200,79100,79200
924,20170919132600,4325,79200,79200,79100,79200
923,20170919132700,7844,79100,79200,79100,79100
922,20170919132800,10257,79200,79300,79100,79200
921,20170919132900,6223,79200,79300,79200,79200
920,20170919133000,3742,79200,79300,79200,79300
919,20170919133100,7830,79300,79300,79200,79200
918,20170919133200,1963,79200,79300,79200,79200
917,20170919133300,2231,79300,79300,79200,79300
916,20170919133400,4305,79200,79300,79200,79300
915,20170919133500,2978,79200,79300,79200,79300
914,20170919133600,4444,79200,79300,79200,79200
913,20170919133700,23983,79300,79400,79200,79300
912,20170919133800,4388,79400,79400,79300,79400
911,20170919133900,20071,79400,79500,79300,79500
910,20170919134000,20958,79500,79600,79400,79500
909,20170919134100,8454,79600,79600,79400,79500
908,20170919134200,8812,79400,79500,79400,79400
907,20170919134300,3367,79400,79500,79400,79500
906,20170919134400,3348,79500,79500,79400,79400
905,20170919134500,3898,79400,79500,79400,79400
904,20170919134600,3030,79500,79500,79400,79500
903,20170919134700,4312,79500,79500,79400,79500
902,20170919134800,7919,79400,79500,79400,79500
901,20170919134900,35020,79500,79500,79400,79400
900,20170919135000,20092,79400,79400,79200,79300
899,20170919135100,2427,79300,79300,79200,79300
898,20170919135200,2402,79300,79300,79200,79300
897,20170919135300,1791,79300,79300,79200,79300
896,20170919135400,3217,79300,79300,79200,79300
895,20170919135500,2072,79300,79300,79200,79300
894,20170919135600,11199,79300,79400,79200,79400
893,20170919135700,4097,79400,79400,79300,79400
892,20170919135800,4036,79400,79400,79300,79400
891,20170919135900,4004,79400,79400,79300,79300
890,20170919140000,8472,79300,79400,79300,79300
889,20170919140100,9269,79400,79500,79400,79400
888,20170919140200,4531,79400,79500,79400,79400
887,20170919140300,5199,79500,79500,79400,79500
886,20170919140400,3448,79400,79500,79400,79500
885,20170919140500,5498,79500,79500,79400,79400
884,20170919140600,10072,79400,79500,79400,79400
883,20170919140700,10816,79500,79500,79300,79300
882,20170919140800,9225,79400,79400,79200,79200
881,20170919140900,3849,79300,79300,79200,79300
880,20170919141000,2800,79300,79300,79200,79200
879,20170919141100,2627,79200,79300,79200,79300
878,20170919141200,4216,79300,79300,79200,79300
877,20170919141300,3592,79200,79300,79200,79300
876,20170919141400,3756,79300,79300,79200,79200
875,20170919141500,2863,79200,79300,79200,79200
874,20170919141600,2703,79300,79300,79200,79300
873,20170919141700,5053,79200,79300,79200,79200
872,20170919141800,3629,79300,79300,79200,79300
871,20170919141900,2639,79200,79300,79200,79300
870,20170919142000,2533,79300,79300,79200,79300
869,20170919142100,4177,79300,79300,79200,79300
868,20170919142200,3023,79200,79300,79200,79300
867,20170919142300,2619,79300,79300,79200,79200
866,20170919142400,4469,79200,79300,79200,79200
865,20170919142500,2132,79300,79300,79200,79300
864,20170919142600,2777,79300,79300,79200,79200
863,20170919142700,3411,79200,79300,79200,79300
862,20170919142800,4503,79300,79300,79200,79300
861,20170919142900,3551,79300,79300,79200,79200
860,20170919143000,6262,79300,79300,79200,79200
859,20170919143100,4227,79200,79300,79200,79200
858,20170919143200,3271,79300,79300,79200,79300
857,20170919143300,3541,79300,79300,79200,79300
856,20170919143400,6863,79200,79400,79200,79400
855,20170919143500,2722,79300,79400,79300,79400
854,20170919143600,2301,79400,79400,79300,79300
853,20170919143700,6049,79300,79400,79300,79400
852,20170919143800,4177,79400,79400,79300,79300
851,20170919143900,6651,79400,79400,79300,79300
850,20170919144000,4537,79400,79400,79300,79300
849,20170919144100,3318,79400,79400,79300,79300
848,20170919144200,3966,79300,79400,79300,79300
847,20170919144300,2411,79300,79400,79300,79400
846,20170919144400,4903,79400,79400,79300,79400
845,20170919144500,2574,79400,79400,79300,79400
844,20170919144600,4665,79300,79400,79300,79400
843,20170919144700,7290,79400,79400,79300,79400
842,20170919144800,4230,79300,79400,79300,79300
841,20170919144900,14997,79300,79400,79200,79200
840,20170919145000,20922,79300,79300,79100,79200
839,20170919145100,37214,79100,79200,79100,79200
838,20170919145200,2264,79100,79200,79100,79200
837,20170919145300,3129,79200,79200,79100,79100
836,20170919145400,28087,79200,79200,79000,79000
835,20170919145500,34812,79100,79100,78900,79000
834,20170919145600,21204,79000,79000,78800,78900
833,20170919145700,7886,78900,78900,78800,78900
832,20170919145800,10342,78900,79000,78800,78900
831,20170919145900,3311,78900,79000,78900,78900
830,20170919150000,10013,79000,79100,78900,79100
829,20170919150100,3160,79100,79100,79000,79000
828,20170919150200,12856,79100,79200,79000,79100
827,20170919150300,4817,79200,79200,79100,79100
826,20170919150400,4847,79100,79200,79100,79200
825,20170919150500,3084,79200,79200,79100,79100
824,20170919150600,3249,79200,79200,79100,79200
823,20170919150700,3339,79200,79200,79100,79200
822,20170919150800,3197,79200,79200,79100,79100
821,20170919150900,4254,79100,79200,79100,79200
820,20170919151000,6806,79100,79200,79100,79200
819,20170919151100,8531,79200,79200,79100,79200
818,20170919151200,34629,79100,79400,79100,79300
817,20170919151300,24519,79300,79400,79300,79300
816,20170919151400,8767,79400,79400,79300,79300
815,20170919151500,7511,79300,79400,79200,79300
814,20170919151600,4933,79200,79300,79200,79300
813,20170919151700,8845,79300,79300,79200,79300
812,20170919151800,5865,79300,79300,79200,79300
811,20170919151900,9723,79300,79300,79200,79300
810,20170919153000,155883,79200,79200,79200,79200
809,20170919153500,9833,79200,79200,79200,79200
808,20170920090000,71443,79300,79400,79200,79400
807,20170920090100,28093,79300,79600,79300,79500
806,20170920090200,47455,79600,79900,79500,79900
805,20170920090300,23416,79800,79900,79700,79700
804,20170920090400,23402,79700,79800,79500,79600
803,20170920090500,18792,79600,79700,79500,79600
802,20170920090600,11008,79600,79700,79500,79600
801,20170920090700,14554,79600,79600,79400,79500
800,20170920090800,11571,79500,79500,79300,79300
799,20170920090900,20671,79300,79400,79200,79200
798,20170920091000,22059,79200,79300,79100,79100
797,20170920091100,21627,79100,79600,79100,79500
796,20170920091200,6308,79500,79600,79400,79400
795,20170920091300,9585,79500,79500,79300,79300
794,20170920091400,7930,79300,79400,79200,79400
793,20170920091500,3085,79300,79400,79300,79300
792,20170920091600,8721,79400,79400,79200,79300
791,20170920091700,11327,79200,79300,79200,79200
790,20170920091800,16356,79200,79300,79100,79200
789,20170920091900,15757,79200,79500,79200,79400
788,20170920092000,6980,79500,79500,79300,79400
787,20170920092100,8457,79500,79500,79300,79300
786,20170920092200,5745,79400,79400,79300,79300
785,20170920092300,8573,79300,79500,79300,79400
784,20170920092400,2794,79400,79500,79400,79500
783,20170920092500,3910,79500,79500,79400,79400
782,20170920092600,9572,79400,79500,79300,79400
781,20170920092700,2843,79300,79400,79300,79400
780,20170920092800,3220,79300,79400,79300,79300
779,20170920092900,11098,79400,79500,79300,79500
778,20170920093000,2638,79400,79500,79400,79500
777,20170920093100,12711,79400,79600,79400,79600
776,20170920093200,2682,79600,79600,79500,79600
775,20170920093300,3411,79500,79600,79500,79500
774,20170920093400,11850,79600,79600,79400,79500
773,20170920093500,2817,79400,79500,79400,79400
772,20170920093600,18893,79500,79500,79300,79300
771,20170920093700,21167,79400,79400,79200,79200
770,20170920093800,11491,79300,79300,79200,79200
769,20170920093900,13703,79300,79300,79200,79200
768,20170920094000,13829,79300,79500,79200,79400
767,20170920094100,5032,79400,79500,79300,79300
766,20170920094200,6961,79300,79400,79300,79300
765,20170920094300,7714,79300,79400,79300,79300
764,20170920094400,6331,79400,79400,79200,79300
763,20170920094500,8181,79300,79400,79200,79300
762,20170920094600,6368,79200,79400,79200,79300
761,20170920094700,20793,79300,79400,79100,79200
760,20170920094800,6640,79200,79300,79100,79200
759,20170920094900,8182,79200,79200,79100,79100
758,20170920095000,9526,79200,79200,79100,79100
757,20170920095100,39580,79100,79200,79000,79000
756,20170920095200,39975,79100,79100,78800,78900
755,20170920095300,14412,78800,79000,78800,78900
754,20170920095400,6026,78900,79000,78900,78900
753,20170920095500,10887,79000,79000,78800,78900
752,20170920095600,11206,78800,79000,78800,78900
751,20170920095700,22945,78900,79000,78800,78900
750,20170920095800,19949,78800,78900,78700,78700
749,20170920095900,24941,78700,78800,78600,78600
748,20170920100000,8243,78600,78700,78600,78600
747,20170920100100,7651,78600,78700,78600,78700
746,20170920100200,26966,78700,78700,78500,78500
745,20170920100300,22226,78600,78600,78500,78600
744,20170920100400,30132,78600,78600,78400,78400
743,20170920100500,8903,78500,78500,78400,78400
742,20170920100600,37076,78400,78800,78400,78700
741,20170920100700,4493,78700,78800,78700,78700
740,20170920100800,3872,78700,78800,78700,78700
739,20170920100900,3470,78800,78800,78700,78700
738,20170920101000,24465,78700,79000,78700,78800
737,20170920101100,6013,78800,78900,78800,78800
736,20170920101200,1944,78900,78900,78800,78900
735,20170920101300,11644,78900,79000,78800,78900
734,20170920101400,14449,79000,79100,78900,79100
733,20170920101500,10205,79100,79200,79000,79200
732,20170920101600,15286,79100,79300,79100,79300
731,20170920101700,3734,79300,79300,79200,79300
730,20170920101800,10525,79300,79400,79200,79300
729,20170920101900,11251,79400,79400,79200,79400
728,20170920102000,17685,79400,79500,79300,79400
727,20170920102100,8372,79400,79500,79400,79500
726,20170920102200,16906,79400,79500,79400,79500
725,20170920102300,6887,79600,79600,79500,79500
724,20170920102400,8240,79500,79600,79500,79600
723,20170920102500,16887,79600,79600,79500,79600
722,20170920102600,9416,79600,79600,79500,79500
721,20170920102700,7850,79500,79600,79400,79500
720,20170920102800,2103,79500,79500,79400,79400
719,20170920102900,3846,79400,79500,79400,79400
718,20170920103000,4682,79500,79500,79400,79500
717,20170920103100,10648,79400,79500,79300,79300
716,20170920103200,1642,79300,79400,79300,79400
715,20170920103300,1347,79400,79400,79300,79400
714,20170920103400,8821,79300,79400,79200,79300
713,20170920103500,1698,79300,79300,79200,79300
712,20170920103600,11292,79300,79400,79200,79400
711,20170920103700,732,79300,79400,79300,79400
710,20170920103800,4821,79400,79400,79300,79400
709,20170920103900,4357,79300,79400,79300,79400
708,20170920104000,1656,79400,79400,79300,79400
707,20170920104100,1589,79400,79400,79300,79300
706,20170920104200,3487,79400,79400,79300,79400
705,20170920104300,8867,79400,79500,79300,79400
704,20170920104400,974,79500,79500,79400,79500
703,20170920104500,4583,79500,79500,79400,79400
702,20170920104600,4040,79400,79500,79400,79500
701,20170920104700,3133,79500,79500,79400,79500
700,20170920104800,4697,79400,79500,79400,79400
699,20170920104900,5818,79400,79500,79400,79400
698,20170920105000,2772,79400,79500,79400,79400
697,20170920105100,4512,79400,79500,79400,79500
696,20170920105200,3837,79500,79500,79400,79400
695,20170920105300,6647,79400,79500,79300,79400
694,20170920105400,968,79400,79400,79300,79300
693,20170920105500,1295,79400,79400,79300,79400
692,20170920105600,11152,79300,79400,79300,79300
691,20170920105700,9412,79300,79400,79300,79400
690,20170920105800,4065,79300,79400,79300,79400
689,20170920105900,4240,79300,79400,79300,79400
688,20170920110000,2867,79400,79400,79300,79400
687,20170920110100,10138,79400,79500,79400,79500
686,20170920110200,11502,79500,79500,79400,79400
685,20170920110300,1599,79400,79500,79400,79500
684,20170920110400,7761,79500,79500,79400,79500
683,20170920110500,1264,79500,79500,79400,79500
682,20170920110600,22068,79500,79600,79400,79500
681,20170920110700,1224,79500,79600,79500,79500
680,20170920110800,1519,79600,79600,79500,79500
679,20170920110900,1478,79600,79600,79500,79600
678,20170920111000,3651,79600,79600,79500,79500
677,20170920111100,29844,79500,79700,79500,79700
676,20170920111200,3319,79700,79700,79600,79700
675,20170920111300,20460,79700,79800,79600,79700
674,20170920111400,4604,79700,79800,79700,79800
673,20170920111500,9873,79700,79800,79700,79700
672,20170920111600,4864,79700,79800,79700,79700
671,20170920111700,19879,79700,79800,79600,79600
670,20170920111800,436,79600,79700,79600,79700
669,20170920111900,1163,79600,79700,79600,79700
668,20170920112000,3979,79600,79700,79600,79700
667,20170920112100,3596,79700,79700,79600,79700
666,20170920112200,2003,79700,79700,79600,79700
665,20170920112300,3179,79700,79700,79600,79600
664,20170920112400,13776,79600,79700,79500,79500
663,20170920112500,262,79600,79600,79500,79500
662,20170920112600,3897,79600,79600,79500,79500
661,20170920112700,3026,79600,79600,79500,79500
660,20170920112800,993,79500,79600,79500,79600
659,20170920112900,1334,79600,79600,79500,79500
658,20170920113000,1945,79600,79600,79500,79600
657,20170920113100,451,79600,79600,79500,79500
656,20170920113200,982,79600,79600,79500,79500
655,20170920113300,2174,79600,79600,79500,79500
654,20170920113400,6014,79600,79600,79500,79500
653,20170920113500,1202,79600,79600,79500,79500
652,20170920113600,2497,79500,79600,79500,79600
651,20170920113700,2181,79600,79600,79500,79600
650,20170920113800,1639,79600,79600,79500,79600
649,20170920113900,2209,79500,79600,79500,79600
648,20170920114000,1469,79600,79600,79500,79500
647,20170920114100,1754,79600,79600,79500,79600
646,20170920114200,4229,79600,79600,79500,79600
645,20170920114300,617,79600,79600,79500,79500
644,20170920114400,1161,79500,79600,79500,79600
643,20170920114500,2203,79600,79600,79500,79500
642,20170920114600,1202,79500,79600,79500,79500
641,20170920114700,1468,79500,79600,79500,79500
640,20170920114800,1615,79600,79600,79500,79600
639,20170920114900,2625,79600,79600,79500,79500
638,20170920115000,1701,79600,79600,79500,79600
637,20170920115100,1361,79500,79600,79500,79500
636,20170920115200,1548,79600,79600,79500,79600
635,20170920115300,2399,79600,79600,79500,79600
634,20170920115400,1499,79600,79600,79500,79600
633,20170920115500,945,79600,79600,79500,79500
632,20170920115600,2171,79500,79600,79500,79600
631,20170920115700,600,79600,79600,79500,79500
630,20170920115800,5569,79600,79600,79500,79500
629,20170920115900,3274,79600,79600,79500,79600
628,20170920120000,1464,79500,79600,79500,79500
627,20170920120100,2768,79500,79600,79500,79600
626,20170920120200,2628,79500,79600,79500,79600
625,20170920120300,1846,79600,79600,79500,79500
624,20170920120400,1449,79600,79600,79500,79500
623,20170920120500,1507,79600,79600,79500,79500
622,20170920120600,4842,79600,79600,79500,79600
621,20170920120700,1076,79500,79600,79500,79500
620,20170920120800,2500,79500,79600,79500,79500
619,20170920120900,1149,79600,79600,79500,79500
618,20170920121000,4623,79600,79600,79500,79500
617,20170920121100,1984,79600,79600,79500,79500
616,20170920121200,1985,79600,79600,79500,79500
615,20170920121300,777,79600,79600,79500,79500
614,20170920121400,1608,79500,79600,79500,79500
613,20170920121500,3206,79600,79600,79500,79500
612,20170920121600,1090,79600,79600,79500,79600
611,20170920121700,1351,79500,79600,79500,79500
610,20170920121800,1765,79600,79600,79500,79500
609,20170920121900,1149,79500,79600,79500,79500
608,20170920122000,3696,79600,79600,79500,79500
607,20170920122100,2869,79600,79600,79500,79500
606,20170920122200,2212,79500,79600,79500,79600
605,20170920122300,1262,79600,79600,79500,79500
604,20170920122400,2262,79500,79600,79500,79600
603,20170920122500,641,79600,79600,79500,79500
602,20170920122600,1953,79600,79600,79500,79500
601,20170920122700,4050,79600,79600,79500,79500
600,20170920122800,1329,79600,79600,79500,79500
599,20170920122900,4753,79600,79600,79500,79500
598,20170920123000,29591,79600,79700,79500,79700
597,20170920123100,2035,79600,79700,79600,79600
596,20170920123200,1902,79600,79700,79600,79700
595,20170920123300,2353,79600,79700,79600,79700
594,20170920123400,4956,79700,79700,79600,79700
593,20170920123500,23718,79700,79800,79600,79800
592,20170920123600,3545,79800,79800,79700,79800
591,20170920123700,3420,79700,79800,79700,79800
590,20170920123800,3887,79800,79800,79700,79800
589,20170920123900,3945,79800,79800,79700,79800
588,20170920124000,4692,79800,79800,79700,79700
587,20170920124100,48706,79700,79900,79700,79800
586,20170920124200,64970,79900,79900,79800,79900
585,20170920124300,17506,79900,80000,79900,80000
584,20170920124400,34693,80000,80000,79900,80000
583,20170920124500,77573,79900,80200,79900,80200
582,20170920124600,34018,80200,80300,80100,80200
581,20170920124700,32252,80300,80300,80200,80300
580,20170920124800,30123,80300,80400,80200,80300
579,20170920124900,16869,80300,80400,80200,80300
578,20170920125000,22252,80300,80400,80000,80000
577,20170920125100,24924,80100,80100,79900,80000
576,20170920125200,3471,80000,80000,79900,80000
575,20170920125300,11436,79900,80000,79900,79900
574,20170920125400,15278,80000,80200,80000,80200
573,20170920125500,23214,80200,80300,80100,80300
572,20170920125600,7823,80300,80300,80200,80300
571,20170920125700,13164,80300,80300,80000,80100
570,20170920125800,3208,80100,80100,80000,80100
569,20170920125900,12755,80000,80200,80000,80100
568,20170920130000,2889,80100,80200,80100,80100
567,20170920130100,3429,80200,80200,80100,80200
566,20170920130200,10604,80200,80300,80100,80300
565,20170920130300,46335,80200,80400,80200,80300
564,20170920130400,25118,80400,80400,80300,80400
563,20170920130500,50474,80300,80500,80300,80400
562,20170920130600,17268,80500,80500,80400,80500
561,20170920130700,6019,80400,80500,80400,80400
560,20170920130800,7725,80500,80500,80400,80500
559,20170920130900,15461,80500,80500,80400,80500
558,20170920131000,115561,80500,80800,80400,80700
557,20170920131100,51192,80700,80800,80600,80800
556,20170920131200,41268,80800,80900,80500,80700
555,20170920131300,54425,80600,80700,80400,80500
554,20170920131400,10403,80500,80600,80400,80500
553,20170920131500,8463,80500,80600,80400,80600
552,20170920131600,12788,80500,80600,80400,80600
551,20170920131700,32035,80600,80800,80500,80800
550,20170920131800,62463,80800,81000,80700,80900
549,20170920131900,27089,80900,80900,80700,80800
548,20170920132000,26487,80800,81000,80700,81000
547,20170920132100,46778,80900,81100,80900,81100
546,20170920132200,59936,81100,81100,80600,80700
545,20170920132300,16118,80700,80800,80600,80700
544,20170920132400,12125,80700,80700,80500,80500
543,20170920132500,32026,80500,80700,80400,80500
542,20170920132600,17483,80500,80500,80300,80400
541,20170920132700,19993,80300,80400,80200,80400
540,20170920132800,4798,80300,80400,80300,80400
539,20170920132900,25105,80400,80400,80100,80100
538,20170920133000,23826,80200,80400,80100,80300
537,20170920133100,17298,80400,80400,80200,80300
536,20170920133200,28146,80400,80400,80000,80100
535,20170920133300,28296,80100,80200,80000,80100
534,20170920133400,36172,80100,80100,79800,79900
533,20170920133500,29783,79800,79900,79700,79900
532,20170920133600,27062,79900,80100,79700,80100
531,20170920133700,20872,80000,80100,79900,79900
530,20170920133800,5249,79900,80000,79800,79900
529,20170920133900,8095,79900,80000,79800,79800
528,20170920134000,20027,79900,79900,79600,79700
527,20170920134100,15767,79600,79900,79600,79900
526,20170920134200,6238,79900,79900,79800,79900
525,20170920134300,54543,79800,79900,79500,79500
524,20170920134400,12125,79600,79600,79500,79600
523,20170920134500,15475,79600,79700,79500,79500
522,20170920134600,55664,79600,79600,79300,79300
521,20170920134700,37029,79300,79400,79200,79400
520,20170920134800,10913,79300,79500,79300,79500
519,20170920134900,7801,79500,79600,79400,79600
518,20170920135000,7656,79600,79700,79500,79700
517,20170920135100,15700,79700,79900,79600,79900
516,20170920135200,26702,79800,80000,79800,79900
515,20170920135300,6162,79900,80000,79800,80000
514,20170920135400,18166,80000,80100,79800,79900
513,20170920135500,8001,79800,80000,79800,80000
512,20170920135600,7085,80000,80000,79900,79900
511,20170920135700,11580,79900,80100,79900,80000
510,20170920135800,3419,80100,80100,80000,80100
509,20170920135900,3910,80100,80100,80000,80100
508,20170920140000,18285,80100,80300,80000,80300
507,20170920140100,19189,80200,80400,80200,80400
506,20170920140200,5863,80400,80400,80200,80200
505,20170920140300,11261,80300,80300,80200,80200
504,20170920140400,4076,80200,80300,80100,80200
503,20170920140500,4386,80200,80200,80100,80100
502,20170920140600,5917,80200,80200,80100,80200
501,20170920140700,5445,80200,80200,80100,80200
500,20170920140800,11774,80200,80300,80100,80300
499,20170920140900,4540,80200,80300,80200,80300
498,20170920141000,14365,80200,80300,80200,80300
497,20170920141100,8615,80300,80400,80200,80400
496,20170920141200,18115,80400,80400,80200,80200
495,20170920141300,6595,80300,80300,80200,80200
494,20170920141400,10843,80300,80300,80200,80300
493,20170920141500,6742,80300,80300,80200,80300
492,20170920141600,5783,80300,80300,80200,80300
491,20170920141700,4469,80300,80300,80200,80300
490,20170920141800,9993,80300,80300,80200,80300
489,20170920141900,9543,80300,80300,80200,80200
488,20170920142000,9506,80300,80400,80200,80200
487,20170920142100,9180,80300,80400,80200,80400
486,20170920142200,8450,80400,80400,80300,80300
485,20170920142300,6630,80300,80400,80200,80200
484,20170920142400,12282,80300,80300,80100,80200
483,20170920142500,5214,80100,80200,80100,80100
482,20170920142600,18900,80200,80200,80000,80100
481,20170920142700,4986,80100,80100,80000,80000
480,20170920142800,10507,80100,80200,80000,80100
479,20170920142900,13354,80200,80300,80100,80300
478,20170920143000,3973,80300,80300,80200,80300
477,20170920143100,7782,80300,80300,80200,80200
476,20170920143200,9360,80300,80300,80200,80300
475,20170920143300,9312,80200,80300,80200,80200
474,20170920143400,74304,80300,80600,80200,80600
473,20170920143500,23607,80600,80700,80500,80700
472,20170920143600,28051,80700,80700,80600,80700
471,20170920143700,23504,80700,80800,80700,80800
470,20170920143800,9091,80800,80800,80700,80700
469,20170920143900,9739,80800,80800,80700,80700
468,20170920144000,6467,80700,80800,80700,80800
467,20170920144100,10240,80700,80800,80700,80800
466,20170920144200,38279,80800,80900,80700,80800
465,20170920144300,112913,80800,81100,80800,81100
464,20170920144400,54789,81100,81200,81000,81200
463,20170920144500,75793,81200,81200,80900,81000
462,20170920144600,28302,81000,81000,80800,80900
461,20170920144700,39723,80900,81000,80800,81000
460,20170920144800,32291,81000,81000,80800,80900
459,20170920144900,11492,81000,81000,80800,81000
458,20170920145000,11661,81000,81000,80900,81000
457,20170920145100,28574,80900,81100,80900,81100
456,20170920145200,25784,81100,81200,81000,81200
455,20170920145300,36693,81200,81200,80900,81000
454,20170920145400,17757,81000,81000,80900,81000
453,20170920145500,15368,81000,81100,80900,81000
452,20170920145600,15633,81000,81100,80900,81100
451,20170920145700,14704,81100,81100,81000,81100
450,20170920145800,17061,81100,81100,80900,81000
449,20170920145900,13470,81000,81000,80900,80900
448,20170920150000,21266,81000,81000,80900,81000
447,20170920150100,5622,81000,81000,80900,81000
446,20170920150200,45136,80900,81000,80600,80600
445,20170920150300,18796,80700,80700,80400,80500
444,20170920150400,15131,80500,80600,80400,80400
443,20170920150500,6301,80400,80500,80400,80500
442,20170920150600,12598,80400,80500,80300,80300
441,20170920150700,11401,80300,80400,80300,80400
440,20170920150800,6574,80400,80400,80300,80400
439,20170920150900,18521,80300,80400,80200,80400
438,20170920151000,15521,80300,80500,80300,80500
437,20170920151100,12997,80500,80600,80400,80600
436,20170920151200,6492,80600,80700,80500,80600
435,20170920151300,15346,80700,80700,80500,80600
434,20170920151400,9108,80500,80600,80500,80500
433,20170920151500,10813,80500,80600,80400,80400
432,20170920151600,13969,80500,80500,80300,80400
431,20170920151700,6402,80300,80400,80300,80400
430,20170920151800,7160,80400,80400,80300,80400
429,20170920151900,22476,80300,80500,80300,80500
428,20170920153000,174449,80700,80700,80700,80700
427,20170920153500,21465,80700,80700,80700,80700
426,20170921090000,326933,81100,81200,80400,80700
425,20170921090100,63337,80700,81300,80700,81300
424,20170921090200,93180,81200,81400,81100,81300
423,20170921090300,72792,81300,81600,81200,81600
422,20170921090400,85427,81600,81700,81400,81500
421,20170921090500,66552,81500,81500,81200,81300
420,20170921090600,19011,81400,81400,81200,81300
419,20170921090700,38497,81300,81400,81200,81400
418,20170921090800,39129,81400,81500,81300,81500
417,20170921090900,22222,81500,81600,81400,81500
416,20170921091000,46939,81600,81700,81500,81600
415,20170921091100,34393,81600,81700,81500,81700
414,20170921091200,49814,81700,81700,81400,81500
413,20170921091300,55897,81400,81500,81200,81200
412,20170921091400,56784,81300,81300,81000,81100
411,20170921091500,44585,81100,81100,80800,80900
410,20170921091600,53614,80900,81400,80900,81200
409,20170921091700,39314,81200,81400,81100,81300
408,20170921091800,29441,81400,81400,81200,81300
407,20170921091900,11799,81400,81400,81300,81400
406,20170921092000,23616,81400,81400,81300,81300
405,20170921092100,13118,81300,81400,81200,81200
404,20170921092200,28736,81200,81300,81100,81200
403,20170921092300,26536,81200,81200,81000,81000
402,20170921092400,32882,81100,81200,81000,81200
401,20170921092500,37320,81200,81200,81000,81100
400,20170921092600,17149,81100,81100,81000,81100
399,20170921092700,19980,81100,81200,81000,81100
398,20170921092800,8235,81100,81200,81100,81100
397,20170921092900,18315,81200,81300,81100,81300
396,20170921093000,37888,81300,81300,81100,81200
395,20170921093100,34917,81100,81200,81100,81100
394,20170921093200,7363,81100,81200,81100,81100
393,20170921093300,21184,81100,81200,81000,81000
392,20170921093400,45983,81100,81100,80800,80800
391,20170921093500,44524,80800,80900,80700,80800
390,20170921093600,36014,80700,81000,80700,80800
389,20170921093700,38949,80900,81000,80700,80900
388,20170921093800,14571,80800,81100,80800,81100
387,20170921093900,12505,81000,81100,80900,81100
386,20170921094000,23793,81100,81300,81000,81300
385,20170921094100,9484,81200,81300,81200,81300
384,20170921094200,30589,81300,81400,81200,81300
383,20170921094300,12156,81300,81400,81200,81300
382,20170921094400,11844,81400,81400,81300,81400
381,20170921094500,4287,81400,81400,81300,81400
380,20170921094600,7879,81400,81400,81300,81300
379,20170921094700,46314,81400,81500,81300,81500
378,20170921094800,25633,81500,81500,81400,81500
377,20170921094900,18723,81400,81600,81400,81600
376,20170921095000,71273,81600,81700,81500,81600
375,20170921095100,17314,81600,81600,81500,81500
374,20170921095200,12186,81500,81600,81400,81500
373,20170921095300,6846,81500,81500,81400,81400
372,20170921095400,5399,81500,81500,81400,81400
371,20170921095500,7154,81500,81500,81400,81500
370,20170921095600,6050,81500,81500,81400,81500
369,20170921095700,3709,81400,81500,81400,81500
368,20170921095800,20157,81400,81500,81300,81300
367,20170921095900,10795,81400,81400,81300,81300
366,20170921100000,26299,81300,81400,81200,81200
365,20170921100100,9301,81200,81300,81200,81200
364,20170921100200,12475,81200,81300,81200,81200
363,20170921100300,9589,81300,81400,81200,81300
362,20170921100400,10971,81300,81400,81300,81400
361,20170921100500,6324,81400,81400,81300,81300
360,20170921100600,4568,81400,81500,81300,81400
359,20170921100700,5261,81400,81500,81400,81500
358,20170921100800,2677,81500,81500,81400,81500
357,20170921100900,6145,81500,81500,81400,81400
356,20170921101000,8035,81500,81500,81400,81400
355,20170921101100,7712,81400,81500,81400,81500
354,20170921101200,43480,81400,81700,81400,81700
353,20170921101300,7703,81600,81700,81500,81600
352,20170921101400,8991,81500,81700,81500,81600
351,20170921101500,10054,81600,81700,81500,81500
350,20170921101600,3273,81500,81600,81500,81600
349,20170921101700,8454,81500,81700,81500,81600
348,20170921101800,48434,81700,81800,81600,81800
347,20170921101900,32961,81800,81900,81700,81900
346,20170921102000,49141,81800,82000,81800,81900
345,20170921102100,106102,82000,82100,81900,81900
